refid,refid_value,projid,tstamp,filename,venue_entity
18,18,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
19,19,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
20,20,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
21,21,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
22,22,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
23,23,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
